DATE,vwretd,vwretx,ewretd,ewretx,sprtrn,spindx,totval
1999-02-09,-0.022437,-0.022454,-0.012225,-0.012244,-0.022215,1216.14,13075307500
1999-02-10,0.002821,0.002614,-0.004918,-0.005144,0.006093,1223.55,13109423400
1999-02-11,0.024302,0.024219,0.009234,0.009165,0.024919,1254.04,13432152700
1999-02-12,-0.018543,-0.01857,-0.007622,-0.007643,-0.019066,1230.13,13183034600
1999-02-16,0.006144,0.006133,-0.003453,-0.003477,0.009544,1241.87,13264103000
1999-02-17,-0.013809,-0.013924,-0.012271,-0.012387,-0.014365,1224.03,13078542100
1999-02-18,0.009466,0.009397,0.000937,0.000894,0.010825,1237.28,13200852600
1999-02-19,0.002409,0.002403,0.003248,0.003228,0.001568,1239.22,13234306400
1999-02-22,0.023701,0.023682,0.006617,0.0066,0.026565,1272.14,13547299500
1999-02-23,0.000693,0.000677,-0.00079,-0.000814,-0.000755,1271.18,13556690100
1999-02-24,-0.012177,-0.012278,-0.004007,-0.00411,-0.013979,1253.41,13390216600
1999-02-25,-0.007097,-0.007218,-0.003,-0.003108,-0.006694,1245.02,13293509000
1999-02-26,-0.00488,-0.004901,0.000586,0.000579,-0.005373,1238.33,13246065100
1999-03-01,-0.000384,-0.000411,-0.000627,-0.000645,-0.001752,1236.16,13239968600
1999-03-02,-0.006472,-0.006485,-0.002442,-0.002452,-0.008623,1225.5,13153103200
1999-03-03,-0.000296,-0.000497,-0.004806,-0.004909,0.001795,1227.7,13146500000
1999-03-04,0.013488,0.013374,0.003216,0.003176,0.015427,1246.64,13322342200
1999-03-05,0.020411,0.020392,0.00586,0.005844,0.023126,1275.47,13595454000
1999-03-08,0.006597,0.006534,0.001917,0.001868,0.005692,1282.73,13683839600
1999-03-09,-0.002177,-0.002183,-0.003047,-0.003077,-0.002253,1279.84,13654382400
1999-03-10,0.005639,0.005578,0.006617,0.006475,0.005469,1286.84,13701827400
1999-03-11,0.007633,0.007394,0.002786,0.002583,0.008424,1297.68,13802831000
1999-03-12,-0.002965,-0.002979,-0.000839,-0.000937,-0.002381,1294.59,13761463000
1999-03-15,0.009283,0.009268,0.001092,0.001066,0.009787,1307.26,13886535800
1999-03-16,-0.001263,-0.001276,-0.001803,-0.001829,-0.000673,1306.38,13869256000
1999-03-17,-0.005089,-0.005153,0.000449,0.000356,-0.006552,1297.82,13796263000
1999-03-18,0.01218,0.012145,0.003852,0.003805,0.014432,1316.55,13953124600
1999-03-19,-0.012261,-0.012267,-0.004012,-0.004033,-0.01311,1299.29,13784877500
1999-03-22,-0.002787,-0.002806,-0.002604,-0.002658,-0.001755,1297.01,13745842400
1999-03-23,-0.026062,-0.026073,-0.014167,-0.014184,-0.026885,1262.14,13386688700
1999-03-24,0.005006,0.004986,0.001842,0.001801,0.00511,1268.59,13454160500
1999-03-25,0.01779,0.01777,0.010954,0.01091,0.016869,1289.99,13688114700
1999-03-26,-0.00461,-0.004615,0.002874,0.002831,-0.005574,1282.8,13624571800
1999-03-29,0.019376,0.019192,0.007189,0.006865,0.021336,1310.17,13888207900
1999-03-30,-0.006279,-0.00635,-0.003471,-0.003539,-0.00719,1300.75,13809940700
1999-03-31,-0.007844,-0.007861,-0.001825,-0.001879,-0.011055,1286.37,13756388100
1999-04-01,0.005663,0.005618,0.001725,0.001673,0.005714,1293.72,13833371100
1999-04-05,0.018325,0.018319,0.000942,0.00092,0.021179,1321.12,14073643200
1999-04-06,-0.002196,-0.002228,-0.004544,-0.004561,-0.002445,1317.89,14042981300
1999-04-07,0.004102,0.003927,0.000051,-0.000041,0.006829,1326.89,14102898500
1999-04-08,0.013218,0.013175,0.00534,0.005301,0.01288,1343.98,14291066000
1999-04-09,0.004653,0.004652,0.008913,0.0089,0.003252,1348.35,14360730300
1999-04-12,0.008995,0.00898,0.005577,0.005569,0.007632,1358.64,14487930100
1999-04-13,-0.002763,-0.002821,0.008961,0.00882,-0.006492,1349.82,14447001000
1999-04-14,-0.013497,-0.013522,0.006137,0.00609,-0.015839,1328.44,14251138300
1999-04-15,-0.003236,-0.003243,0.006429,0.0064,-0.0042,1322.86,14205648800
1999-04-16,-0.001426,-0.001433,0.011929,0.011897,-0.002918,1319,14186345600
1999-04-19,-0.023432,-0.02344,-0.005385,-0.005408,-0.022381,1289.48,13853667800
1999-04-20,0.012929,0.012923,0.00166,0.001611,0.012943,1306.17,14034290500
1999-04-21,0.024557,0.024497,0.013823,0.013779,0.02293,1336.12,14378107700
1999-04-22,0.01339,0.013361,0.006109,0.006076,0.016989,1358.82,14571034200
1999-04-23,0.00109,0.001083,0.007103,0.007087,-0.00145,1356.85,14588871700
1999-04-26,0.004594,0.004594,0.005047,0.005042,0.002351,1360.04,14655799100
1999-04-27,0.001117,0.001117,0.00504,0.005015,0.002029,1362.8,14672872600
1999-04-28,-0.008105,-0.008209,0.004983,0.004802,-0.008725,1350.91,14551052400
1999-04-29,-0.004461,-0.004616,0.003546,0.003441,-0.005981,1342.83,14485116500
1999-04-30,-0.004383,-0.004393,0.002329,0.00229,-0.005697,1335.18,14477596400
1999-05-03,0.011799,0.011789,0.006624,0.006534,0.014567,1354.63,14643653800
1999-05-04,-0.014288,-0.014305,-0.001981,-0.002054,-0.016706,1332,14465264400
1999-05-05,0.009909,0.009707,0.001191,0.001088,0.011494,1347.31,14607333400
1999-05-06,-0.010719,-0.010785,0.002411,0.002345,-0.011326,1332.05,14451724300
1999-05-07,0.008531,0.008526,0.004297,0.004265,0.009722,1345,14577265200
1999-05-10,0.000161,-0.000232,0.00589,0.005829,-0.003494,1340.3,14574425400
1999-05-11,0.011791,0.011758,0.006321,0.00624,0.011423,1355.61,14747665700
1999-05-12,0.006233,0.006037,0.005721,0.005497,0.006189,1364,14838363900
1999-05-13,0.002787,0.002756,0.006613,0.006565,0.00261,1367.56,14882568300
1999-05-14,-0.02104,-0.021073,-0.006146,-0.006182,-0.021761,1337.8,14568807000
1999-05-17,0.000953,0.00093,-0.002327,-0.00238,0.001263,1339.49,14583217400
1999-05-18,-0.003216,-0.003279,0.001745,0.001697,-0.004606,1333.32,14535295600
1999-05-19,0.008449,0.008236,0.005188,0.005088,0.008183,1344.23,14655152500
1999-05-20,-0.00334,-0.00338,0.007334,0.007309,-0.004017,1338.83,14613230400
1999-05-21,-0.00535,-0.005361,0.004054,0.004029,-0.006379,1330.29,14535826200
1999-05-24,-0.018918,-0.018973,-0.010205,-0.010255,-0.017771,1306.65,14259696600
1999-05-25,-0.017343,-0.017361,-0.009309,-0.00933,-0.017028,1284.4,14014028800
1999-05-26,0.013231,0.013099,-0.000131,-0.000255,0.015852,1304.76,14201212600
1999-05-27,-0.013938,-0.01406,-0.003715,-0.003855,-0.017896,1281.41,14003272500
1999-05-28,0.014876,0.014868,0.00975,0.009724,0.015943,1301.84,14223575600
1999-06-01,-0.007232,-0.007262,-0.002463,-0.002487,-0.005823,1294.26,14109591900
1999-06-02,0.001216,0.001032,-0.003758,-0.003849,0.000425,1294.81,14129435500
1999-06-03,0.001975,0.001962,0.002388,0.00235,0.003653,1299.54,14158602100
1999-06-04,0.019623,0.019608,0.006824,0.006809,0.021708,1327.75,14430004400
1999-06-07,0.007281,0.007245,0.007205,0.007186,0.005099,1334.52,14535009300
1999-06-08,-0.01183,-0.011872,-0.003323,-0.003373,-0.012881,1317.33,14362234200
1999-06-09,0.002111,0.002041,0.002573,0.002403,0.000994,1318.64,14392311800
1999-06-10,-0.011097,-0.011114,-0.002141,-0.002174,-0.011997,1302.82,14233665300
1999-06-11,-0.007245,-0.007466,-0.00123,-0.001442,-0.007046,1293.64,14123028900
1999-06-14,-0.004427,-0.004449,-0.007929,-0.008022,0.000278,1294,14060104900
1999-06-15,0.004864,0.004857,-0.001653,-0.001669,0.005533,1301.16,14124562100
1999-06-16,0.021942,0.021894,0.008698,0.008631,0.02248,1330.41,14434091700
1999-06-17,0.007096,0.007052,0.005546,0.005489,0.007133,1339.9,14531742200
1999-06-18,0.002578,0.002573,0.00499,0.004973,0.002194,1342.84,14571544100
1999-06-21,0.005859,0.005837,0.004624,0.004566,0.004587,1349,14655502400
1999-06-22,-0.008868,-0.008871,-0.001889,-0.001903,-0.009726,1335.88,14520926900
1999-06-23,-0.001549,-0.001568,-0.000424,-0.000461,-0.002111,1333.06,14511556200
1999-06-24,-0.012497,-0.012506,-0.00254,-0.002555,-0.012963,1315.78,14319516800
1999-06-25,-0.000241,-0.000246,0.002495,0.002474,-0.000357,1315.31,14295641400
1999-06-28,0.011682,0.011494,0.006292,0.005919,0.012195,1331.35,14459964900
1999-06-29,0.014269,0.014251,0.007706,0.00764,0.015097,1351.45,14668392800
1999-06-30,0.016033,0.015969,0.013642,0.013596,0.015731,1372.71,14905813000
1999-07-01,0.00564,0.005595,0.003088,0.00305,0.00601,1380.96,14986433300
1999-07-02,0.007484,0.007482,0.008048,0.008028,0.00743,1391.22,15097015600
1999-07-06,-0.000238,-0.00033,0.003267,0.003247,-0.002228,1388.12,15091442400
1999-07-07,0.002208,0.002026,0.000008,-0.000072,0.005576,1395.86,15121275900
1999-07-08,0.00007,0.000009,0.002422,0.002369,-0.001032,1394.42,15122047000
1999-07-09,0.005734,0.005733,0.006606,0.006596,0.006354,1403.28,15208553200
1999-07-12,-0.002063,-0.00207,0.002673,0.002666,-0.002979,1399.1,15172982600
1999-07-13,-0.00382,-0.003876,-0.000466,-0.000669,-0.00396,1393.56,15117822300
1999-07-14,0.004844,0.004816,0.005843,0.00579,0.003308,1398.17,15195076900
1999-07-15,0.008301,0.008291,0.006889,0.006871,0.008189,1409.62,15323421000
1999-07-16,0.004596,0.004585,0.002708,0.002669,0.006498,1418.78,15394832700
1999-07-19,-0.007754,-0.007769,-0.001193,-0.001214,-0.007845,1407.65,15275277100
1999-07-20,-0.021588,-0.02159,-0.011475,-0.011482,-0.021703,1377.1,14965228800
1999-07-21,0.002601,0.002547,0.003005,0.002939,0.00159,1379.29,15004768500
1999-07-22,-0.012949,-0.012976,-0.004801,-0.004819,-0.013282,1360.97,14801111400
1999-07-23,-0.003256,-0.003265,-0.003379,-0.003403,-0.002961,1356.94,14754320100
1999-07-26,-0.009941,-0.009942,-0.010428,-0.010441,-0.006765,1347.76,14604844500
1999-07-27,0.011276,0.011276,0.0036,0.003592,0.011189,1362.84,14768676400
1999-07-28,0.002207,0.002096,0.000978,0.000815,0.001878,1365.4,14802794000
1999-07-29,-0.017433,-0.01758,-0.007629,-0.007709,-0.017848,1341.03,14543441400
1999-07-30,-0.006751,-0.006759,0.003949,0.003922,-0.00918,1328.72,14475119200
1999-08-02,-0.002197,-0.002205,-0.004401,-0.00443,-0.000504,1328.05,14431244000
1999-08-03,-0.007221,-0.007254,-0.01062,-0.010689,-0.00442,1322.18,14327616800
1999-08-04,-0.014131,-0.014279,-0.012405,-0.012507,-0.012744,1305.33,14123981600
1999-08-05,0.005711,0.005638,-0.003646,-0.003681,0.00642,1313.71,14209031400
1999-08-06,-0.009767,-0.009809,-0.001697,-0.001745,-0.010215,1300.29,14070548900
1999-08-09,-0.003409,-0.003426,-0.003693,-0.003728,-0.001915,1297.8,14022576200
1999-08-10,-0.011303,-0.011343,-0.0113,-0.011321,-0.012614,1281.43,13860510200
1999-08-11,0.016401,0.016143,0.008749,0.008579,0.015998,1301.93,14089362800
1999-08-12,-0.001113,-0.001157,0.003088,0.003009,-0.002896,1298.16,14075205200
1999-08-13,0.021934,0.021898,0.009553,0.009526,0.02274,1327.68,14379836400
1999-08-16,0.002624,0.0026,0.000883,0.000861,0.002327,1330.77,14427828800
1999-08-17,0.009594,0.009582,0.004493,0.004478,0.010062,1344.16,14566706100
1999-08-18,-0.007271,-0.007366,-0.001106,-0.001197,-0.008422,1332.84,14459124000
1999-08-19,-0.007277,-0.007321,-0.0005,-0.000567,-0.00694,1323.59,14353484700
1999-08-20,0.008798,0.008793,0.005398,0.005378,0.009837,1336.61,14481895000
1999-08-23,0.017091,0.017079,0.004401,0.004381,0.017664,1360.22,14728624200
1999-08-24,0.001877,0.001872,-0.001846,-0.001852,0.002411,1363.5,14755407900
1999-08-25,0.011669,0.011604,0.002795,0.002715,0.013414,1381.79,14923470400
1999-08-26,-0.011717,-0.011728,-0.001596,-0.001614,-0.014315,1362.01,14748550200
1999-08-27,-0.009218,-0.009294,-0.001157,-0.001234,-0.010088,1348.27,14614264100
1999-08-30,-0.017294,-0.017402,-0.007599,-0.007677,-0.017986,1324.02,14359515800
1999-08-31,-0.001395,-0.001406,0.00072,0.000645,-0.002727,1320.41,14344211900
1999-09-01,0.007404,0.007209,0.00441,0.004294,0.008073,1331.07,14444803100
1999-09-02,-0.008618,-0.008633,-0.004114,-0.004143,-0.008985,1319.11,14317937800
1999-09-03,0.027667,0.027641,0.012706,0.012694,0.028906,1357.24,14713670500
1999-09-07,-0.00265,-0.002723,0.001397,0.001378,-0.005003,1350.45,14673472700
1999-09-08,-0.004867,-0.004973,-0.001955,-0.002057,-0.004665,1344.15,14600575200
1999-09-09,0.003614,0.003605,0.005568,0.005551,0.002611,1347.66,14651454800
1999-09-10,0.004422,0.004419,0.006771,0.006744,0.002968,1351.66,14719434300
1999-09-13,-0.006065,-0.006289,-0.001343,-0.001543,-0.005571,1344.13,14626683100
1999-09-14,-0.005037,-0.005055,-0.002797,-0.002881,-0.005833,1336.29,14553365900
1999-09-15,-0.012358,-0.0124,-0.001742,-0.001812,-0.01371,1317.97,14373112800
1999-09-16,-0.001897,-0.001954,-0.006423,-0.006484,0.000387,1318.48,14346088900
1999-09-17,0.012215,0.012199,0.006227,0.006196,0.012848,1335.42,14522531300
1999-09-20,0.000062,0.000042,-0.002586,-0.002642,0.000082,1335.53,14514959700
1999-09-21,-0.018888,-0.018891,-0.009968,-0.009984,-0.020928,1307.58,14240458900
1999-09-22,0.002863,0.002831,0.001607,0.001556,0.002241,1310.51,14283857700
1999-09-23,-0.022383,-0.022389,-0.010753,-0.010766,-0.022968,1280.41,13965639700
1999-09-24,-0.002169,-0.002177,-0.005129,-0.005149,-0.002382,1277.36,13944340100
1999-09-27,0.004697,0.004692,0.004928,0.004899,0.004658,1283.31,14018060300
1999-09-28,-0.002126,-0.002397,-0.006181,-0.006532,-0.000865,1282.2,13994679000
1999-09-29,-0.007138,-0.007204,-0.001457,-0.001534,-0.010786,1268.37,13888509500
1999-09-30,0.009445,0.00944,0.00563,0.005599,0.011306,1282.71,14060520700
1999-10-01,-0.001618,-0.001647,-0.000319,-0.000362,0.000078,1282.81,14024950100
1999-10-04,0.016671,0.016643,0.004448,0.004427,0.016986,1304.6,14241162100
1999-10-05,-0.000862,-0.000894,-0.002744,-0.00276,-0.002491,1301.35,14229086200
1999-10-06,0.017703,0.017556,0.004503,0.004398,0.018481,1325.4,14481174300
1999-10-07,-0.004065,-0.004084,0.000113,0.000081,-0.005855,1317.64,14422214100
1999-10-08,0.010614,0.010611,0.003077,0.003054,0.013949,1336.02,14577974800
1999-10-11,0.002385,0.002385,0.00278,0.00278,-0.000606,1335.21,14536076600
1999-10-12,-0.016319,-0.016328,-0.006387,-0.006414,-0.016604,1313.04,14298893700
1999-10-13,-0.020044,-0.020134,-0.009734,-0.009923,-0.020936,1285.55,14010018900
1999-10-14,-0.000716,-0.000724,-0.001013,-0.001036,-0.001657,1283.42,14000678100
1999-10-15,-0.025649,-0.02565,-0.013602,-0.013616,-0.028058,1247.41,13644740800
1999-10-18,0.000193,0.000177,-0.009481,-0.009519,0.005387,1254.13,13642389600
1999-10-19,0.007499,0.007495,0.004566,0.004547,0.005733,1261.32,13745504900
1999-10-20,0.018696,0.018638,0.00674,0.006662,0.022286,1289.43,14004673000
1999-10-21,-0.001277,-0.001304,-0.003532,-0.003554,-0.004514,1283.61,13987209700
1999-10-22,0.013604,0.013591,0.00833,0.008313,0.014054,1301.65,14192958900
1999-10-25,-0.003904,-0.003906,-0.001813,-0.001823,-0.006161,1293.63,14137317200
1999-10-26,-0.00807,-0.008077,-0.000308,-0.000322,-0.00906,1281.91,14020157900
1999-10-27,0.00821,0.008095,0.001862,0.001585,0.011545,1296.71,14137187900
1999-10-28,0.032519,0.032357,0.01017,0.010063,0.035266,1342.44,14594521100
1999-10-29,0.017001,0.016993,0.01001,0.009993,0.015263,1362.93,15001763900
1999-11-01,-0.003594,-0.003605,0.002797,0.002774,-0.006464,1354.12,14946092500
1999-11-02,-0.00278,-0.002793,0.004907,0.004877,-0.004712,1347.74,14904917800
1999-11-03,0.007196,0.007054,0.008963,0.008816,0.005335,1354.93,15007988700
1999-11-04,0.006528,0.006508,0.004602,0.004565,0.00569,1362.64,15105891300
1999-11-05,0.007391,0.007376,0.004939,0.004914,0.00557,1370.23,15234441700
1999-11-08,0.006052,0.005963,0.005562,0.005494,0.004948,1377.01,15339448300
1999-11-09,-0.007049,-0.007217,0.002203,0.002128,-0.008518,1365.28,15236327200
1999-11-10,0.005549,0.005438,0.006086,0.005905,0.005991,1373.46,15339057600
1999-11-11,0.004386,0.004386,0.004146,0.004146,0.005825,1381.46,15410192200
1999-11-12,0.010538,0.010462,0.006686,0.006644,0.010569,1396.06,15578613000
1999-11-15,0.00131,0.00129,0.008944,0.008917,-0.001196,1394.39,15594825500
1999-11-16,0.018092,0.018055,0.009967,0.009947,0.018417,1420.07,15871599800
1999-11-17,-0.006,-0.00612,0.003994,0.003907,-0.006591,1410.71,15782402300
1999-11-18,0.011246,0.011193,0.009888,0.009723,0.010087,1424.94,15983851100
1999-11-19,-0.000821,-0.000823,0.002456,0.002436,-0.002063,1422,15976619400
1999-11-22,-0.000096,-0.000109,0.001712,0.001682,-0.000745,1420.94,15971487000
1999-11-23,-0.01234,-0.01238,-0.007774,-0.007833,-0.011471,1404.64,15780536600
1999-11-24,0.008769,0.008761,0.005867,0.005847,0.008856,1417.08,15912102200
1999-11-26,0.00284,0.002767,0.010904,0.010778,-0.000325,1416.62,15954843800
1999-11-29,-0.006324,-0.006461,-0.000637,-0.000739,-0.006205,1407.83,15852559800
1999-11-30,-0.013074,-0.01309,-0.000749,-0.000872,-0.013439,1388.91,15657011900
1999-12-01,0.005045,0.00486,0.002382,0.002219,0.006343,1397.72,15646545400
1999-12-02,0.011141,0.01113,0.006954,0.006918,0.008099,1409.04,15807520600
1999-12-03,0.015814,0.015812,0.005111,0.005088,0.017217,1433.3,16055364400
1999-12-06,-0.003118,-0.003135,-0.000071,-0.000082,-0.006956,1423.33,16006410600
1999-12-07,-0.003852,-0.003875,0.00071,0.00069,-0.009949,1409.17,15945995200
1999-12-08,-0.00092,-0.001021,0.004663,0.004559,-0.003754,1403.88,15926116400
1999-12-09,0.001666,0.001647,-0.000433,-0.000463,0.003013,1408.11,15961030400
1999-12-10,0.005711,0.005701,0.008035,0.007979,0.006342,1417.04,16066710400
1999-12-13,0.000994,0.000808,0.005208,0.004971,-0.001284,1415.22,16078458300
1999-12-14,-0.012647,-0.012667,-0.00707,-0.007166,-0.008515,1403.17,15877790600
1999-12-15,0.005367,0.00532,-0.001476,-0.001593,0.007234,1413.32,15964188300
1999-12-16,0.006939,0.006887,0.005041,0.004961,0.003863,1418.78,16084482900
1999-12-17,0.003046,0.003028,0.002896,0.002834,0.001586,1421.03,16135458600
1999-12-20,-0.000494,-0.00052,-0.001274,-0.00133,-0.002069,1418.09,16127077900
1999-12-21,0.015016,0.014994,0.005575,0.005469,0.010817,1433.43,16365258200
1999-12-22,0.00322,0.003124,0.002591,0.002546,0.001884,1436.13,16415764400
1999-12-23,0.013459,0.01345,0.009816,0.009792,0.015465,1458.34,16635021200
1999-12-27,-0.000479,-0.000491,-0.002166,-0.002251,-0.00085,1457.1,16627137900
1999-12-28,0.001559,0.001538,0.004906,0.004788,0.000384,1457.66,16652568400
1999-12-29,0.006572,0.006405,0.014143,0.013705,0.003979,1463.46,16759202900
1999-12-30,0.000829,0.000807,0.00527,0.00522,0.00069,1464.47,16772582600
1999-12-31,0.0062,0.00619,0.016778,0.016736,0.003264,1469.25,17021360300
2000-01-03,-0.006803,-0.00681,0.002878,0.00286,-0.009549,1455.22,16897673600
2000-01-04,-0.039652,-0.039679,-0.017465,-0.017486,-0.038345,1399.42,16228867700
2000-01-05,-0.000935,-0.001009,0.007821,0.007743,0.001922,1402.11,16212787400
2000-01-06,-0.007391,-0.007547,0.004504,0.004453,0.000956,1403.45,16089055800
2000-01-07,0.032516,0.032514,0.017008,0.016991,0.02709,1441.47,16610768100
2000-01-10,0.018608,0.018588,0.015333,0.015316,0.01119,1457.6,16916973800
2000-01-11,-0.016941,-0.016963,-0.006079,-0.006089,-0.013063,1438.56,16630339800
2000-01-12,-0.006922,-0.006989,-0.002505,-0.002685,-0.004386,1432.25,16508954200
2000-01-13,0.016265,0.016254,0.013063,0.012991,0.01217,1449.68,16775841600
2000-01-14,0.011137,0.011135,0.009119,0.009105,0.010671,1465.15,16961454700
2000-01-18,-0.00086,-0.000872,0.01204,0.012003,-0.006832,1455.14,16943212600
2000-01-19,0.004631,0.004597,0.008125,0.008104,0.000522,1455.9,17021064100
2000-01-20,-0.002801,-0.00281,0.003468,0.003447,-0.007095,1445.57,16977549700
2000-01-21,0.002655,0.002643,0.008277,0.008257,-0.002912,1441.36,17021773400
2000-01-24,-0.025311,-0.025318,-0.002527,-0.002542,-0.027634,1401.53,16592427200
2000-01-25,0.005547,0.005546,0.00087,0.000862,0.006065,1410.03,16685399900
2000-01-26,-0.00453,-0.004563,0.003851,0.003789,-0.004213,1404.09,16609942300
2000-01-27,-0.003521,-0.003599,-0.002202,-0.002345,-0.003938,1398.56,16557657200
2000-01-28,-0.028051,-0.028136,-0.015015,-0.015087,-0.027457,1360.16,16100778500
2000-01-31,0.014744,0.014739,-0.005371,-0.005389,0.025218,1394.46,16340205000
2000-02-01,0.0123,0.012295,0.008028,0.007982,0.010628,1409.28,16548829200
2000-02-02,0.003106,0.003003,0.008154,0.007989,-0.000114,1409.12,16595590100
2000-02-03,0.015598,0.015524,0.013512,0.013457,0.011248,1424.97,16855527400
2000-02-04,0.001021,0.000995,0.006727,0.006689,-0.000421,1424.37,16891709100
2000-02-07,0.003075,0.003055,0.009064,0.009037,-0.000091,1424.24,16937609100
2000-02-08,0.012724,0.012667,0.00996,0.009903,0.012273,1441.72,17155908400
2000-02-09,-0.017185,-0.017356,-0.00175,-0.001833,-0.020822,1411.7,16861021000
2000-02-10,0.006488,0.006473,0.007364,0.00731,0.003634,1416.83,16977584100
2000-02-11,-0.017335,-0.017434,-0.001085,-0.001261,-0.020969,1387.12,16697407400
2000-02-14,0.002672,0.002639,0.007272,0.007237,0.002033,1389.94,16743684700
2000-02-15,0.00737,0.007358,0.001399,0.001347,0.008713,1402.05,16868718900
2000-02-16,-0.005258,-0.005403,0.004002,0.003929,-0.010256,1387.67,16778233000
2000-02-17,0.005036,0.005021,0.010399,0.010349,0.000425,1388.26,16865246800
2000-02-18,-0.02605,-0.026051,-0.006761,-0.00677,-0.030376,1346.09,16431783600
2000-02-22,0.000556,0.000536,-0.000437,-0.000464,0.004517,1352.17,16440311300
2000-02-23,0.012353,0.012283,0.00551,0.005437,0.006301,1360.69,16646701500
2000-02-24,-0.000378,-0.000402,-0.001434,-0.001465,-0.005336,1353.43,16640271200
2000-02-25,-0.009546,-0.009615,0.000961,0.000864,-0.014829,1333.36,16491155600
2000-02-28,0.007756,0.007648,0.006148,0.006051,0.011017,1348.05,16610628900
2000-02-29,0.019138,0.019133,0.018831,0.018815,0.013627,1366.42,17004680400
2000-03-01,0.014596,0.014429,0.014015,0.01389,0.009346,1379.19,17260559500
2000-03-02,-0.000614,-0.000632,0.004548,0.00451,0.001863,1381.76,17276202200
2000-03-03,0.02259,0.022585,0.014351,0.01434,0.019837,1409.17,17691607600
2000-03-06,-0.006612,-0.00669,0.004817,0.004797,-0.012695,1391.28,17575912900
2000-03-07,-0.021824,-0.021848,-0.00502,-0.005046,-0.025631,1355.62,17193192500
2000-03-08,0.006478,0.006372,0.001191,0.001039,0.008173,1366.7,17304220400
2000-03-09,0.023977,0.023956,0.013047,0.013015,0.025602,1401.69,17719384100
2000-03-10,-0.002837,-0.002841,0.000308,0.000278,-0.004723,1395.07,17679994000
2000-03-13,-0.014555,-0.014676,-0.008059,-0.008326,-0.008207,1383.62,17435538000
2000-03-14,-0.022405,-0.02242,-0.012365,-0.012394,-0.017685,1359.15,17048650800
2000-03-15,0.006799,0.006755,-0.00543,-0.005586,0.02428,1392.15,17168299300
2000-03-16,0.041149,0.041039,0.015255,0.01519,0.047639,1458.47,17869831000
2000-03-17,0.006478,0.006472,0.003703,0.003685,0.004114,1464.47,17998267200
2000-03-20,-0.016474,-0.016488,-0.01464,-0.014664,-0.005353,1456.63,17703667700
2000-03-21,0.019027,0.019026,-0.004312,-0.004323,0.025566,1493.87,18043794200
2000-03-22,0.013567,0.013549,0.012681,0.012625,0.004532,1500.64,18292896100
2000-03-23,0.014405,0.0144,0.006424,0.006406,0.017799,1527.35,18554753000
2000-03-24,0.002147,0.002141,0.001122,0.001094,0.000072,1527.46,18634251200
2000-03-27,-0.003358,-0.003359,-0.002379,-0.002392,-0.002357,1523.86,18578249600
2000-03-28,-0.013168,-0.013177,-0.008854,-0.008891,-0.010585,1507.73,18339530900
2000-03-29,-0.010693,-0.010854,-0.013118,-0.01353,0.000524,1508.52,18144267700
2000-03-30,-0.018181,-0.018198,-0.017729,-0.017784,-0.013656,1487.92,17814439100
2000-03-31,0.012111,0.012109,0.013089,0.013071,0.007164,1498.58,18167521500
